url_length,dot_count,slash_count,dash_count,underscore_count,at_count,equal_count,is_https,domain_length,path_length,type
64,2,3,0,0,0,0,0,23,1,bad
468,4,5,14,2,0,7,1,19,26,good
243,3,3,0,1,0,10,1,14,7,good
138,4,7,3,0,0,3,1,35,3,bad
275,3,3,0,3,0,11,1,14,7,good
49,2,4,0,2,0,0,1,17,24,good
30,2,4,0,0,0,0,1,17,5,bad
18,1,3,0,0,0,0,1,4,6,bad
72,2,7,0,0,0,0,1,15,10,good
92,2,3,1,0,0,3,1,15,6,good
134,2,5,6,0,0,0,1,19,107,bad
40,2,3,1,0,0,0,1,16,16,good
38,2,3,1,0,0,0,1,22,8,bad
63,1,6,2,0,0,0,1,10,45,good
129,5,3,0,2,0,4,1,14,4,bad
193,4,3,0,5,0,2,1,21,20,good
21,3,3,0,0,0,0,0,13,1,bad
72,2,7,0,0,0,0,1,15,10,good
72,2,7,0,0,0,0,1,15,10,good
44,1,5,0,0,0,0,1,11,23,good
62,2,3,0,0,0,4,1,20,1,good
78,2,7,1,0,0,1,1,17,48,good
99,7,4,2,0,1,0,1,24,45,bad
167,2,7,2,1,0,3,1,15,108,bad
233,4,6,8,1,0,2,1,11,41,good
42,2,3,0,0,0,0,1,33,1,bad
48,3,3,2,0,0,0,1,39,1,bad
664,2,3,0,0,0,4,1,20,1,good
94,2,4,1,0,0,0,1,21,65,bad
64,2,5,2,2,0,0,1,12,43,good
34,2,3,1,0,0,0,1,25,1,bad
44,2,5,0,0,0,0,1,17,19,good
45,4,3,0,0,0,0,1,26,11,bad
101,4,3,0,0,0,0,1,80,13,bad
60,2,6,0,0,0,1,1,21,16,bad
38,2,3,1,0,0,0,1,29,1,bad
85,3,3,1,0,0,0,1,76,1,bad
51,2,4,0,0,0,0,1,17,26,good
77,5,3,2,0,0,0,1,50,19,bad
195,2,3,0,0,0,4,1,20,1,good
88,3,2,0,0,0,0,1,80,0,bad
72,2,6,0,0,0,0,1,17,47,good
66,2,3,0,0,0,4,1,20,1,good
242,2,3,3,1,0,11,1,14,7,good
43,2,3,0,0,0,1,1,14,11,good
34,3,4,0,0,0,0,1,21,5,bad
50,2,4,0,0,1,0,1,15,27,good
78,2,3,0,0,0,4,1,20,1,good
29,1,3,0,0,0,0,1,9,12,bad
66,2,5,1,0,0,1,1,17,30,good
66,4,5,0,0,1,1,1,23,14,bad
146,2,3,0,0,0,4,1,20,1,good
294,3,7,13,2,1,3,1,19,2,good
44,2,5,0,0,0,0,1,17,19,good
26,2,3,0,0,0,0,1,17,1,bad
1143,7,7,2,2,0,4,1,12,56,good
468,4,5,14,2,0,7,1,19,26,good
44,2,5,0,0,0,0,1,17,19,good
28,1,3,2,0,0,0,1,10,10,bad
44,2,3,0,0,0,1,1,16,6,bad
232,2,3,0,0,0,4,1,20,1,good
55,2,3,3,0,0,0,1,46,1,bad
87,2,7,2,0,0,0,1,10,69,good
64,5,3,2,0,0,0,0,44,13,bad
44,2,5,0,1,0,0,1,17,19,good
364,7,6,1,7,0,10,1,19,17,good
104,3,5,1,0,0,0,1,21,75,bad
175,2,7,2,5,0,3,1,15,108,bad
46,2,3,0,0,0,1,1,23,1,good
84,2,6,2,0,0,0,1,14,62,good
49,2,6,0,1,0,1,1,15,11,good
38,2,3,2,0,0,0,1,20,10,bad
32,2,3,0,0,0,0,1,23,1,good
45,2,5,0,0,0,0,1,16,21,bad
43,2,3,0,1,0,1,1,15,6,good
106,3,4,2,0,0,2,1,25,40,good
55,2,4,0,0,0,0,1,15,32,good
85,2,3,1,0,0,0,1,21,56,bad
95,5,8,0,0,0,1,1,16,11,bad
62,3,3,1,0,0,0,1,43,11,bad
1374,7,3,2,0,0,4,1,20,1,good
191,4,7,3,2,0,4,1,15,108,bad
52,3,5,0,0,0,1,1,16,18,good
177,3,7,2,3,0,4,1,15,108,bad
96,3,4,0,0,0,0,1,23,65,bad
296,7,5,1,3,0,5,1,19,14,good
72,2,7,0,0,0,0,1,15,10,good
44,2,5,0,0,0,0,1,17,19,good
59,1,4,2,0,0,0,1,10,41,good
34,2,3,1,0,0,0,1,25,1,bad
29,2,3,1,0,0,0,1,20,1,bad
60,3,3,1,0,0,0,1,43,9,bad
153,2,7,0,5,0,3,1,16,46,good
118,2,8,7,0,0,1,1,16,73,good
113,1,5,13,0,0,0,1,13,92,good
127,4,3,7,0,0,0,1,80,39,bad
54,1,4,3,0,0,0,1,10,36,good
20,1,3,0,0,0,0,0,6,7,bad
68,2,6,0,0,0,0,1,17,43,good
90,3,3,3,0,0,0,1,43,39,bad
34,2,3,1,0,0,0,1,25,1,bad
55,3,3,0,0,0,1,1,16,12,good
43,3,3,0,0,0,0,1,34,1,bad
42,2,4,0,0,0,0,1,15,19,good
49,3,6,0,0,0,0,0,15,27,bad
294,3,7,13,2,1,3,1,19,2,good
60,3,4,0,1,0,1,1,16,11,good
44,2,5,0,1,0,0,1,17,19,good
42,3,4,1,0,0,0,0,25,10,bad
815,11,8,8,4,0,41,1,16,60,good
97,2,8,4,0,0,0,1,10,79,good
71,2,6,0,0,0,0,1,16,46,good
167,2,9,3,0,0,0,1,10,149,good
83,1,6,2,0,0,0,1,10,65,good
42,2,5,0,0,0,0,1,16,18,bad
105,2,5,1,0,0,0,1,19,78,bad
320,7,5,2,4,0,9,1,19,14,good
30,2,3,0,0,0,0,1,19,3,bad
43,2,3,0,0,0,0,1,34,1,bad
97,1,4,5,0,0,0,1,10,58,good
49,1,3,0,0,0,3,1,15,7,good
209,3,3,0,0,0,10,1,14,4,good
44,2,5,0,0,0,0,1,17,19,good
85,3,3,1,0,0,0,1,76,1,bad
45,2,4,0,0,0,0,1,16,21,good
131,2,5,5,0,0,0,1,19,104,bad
41,2,3,1,0,0,0,1,32,1,bad
34,2,3,0,0,1,0,1,15,11,good
38,2,3,1,0,0,0,1,27,3,bad
27,2,3,0,0,0,0,1,18,1,bad
52,2,2,2,0,0,0,0,45,0,bad
32,2,4,0,0,0,0,1,20,4,bad
55,2,6,1,0,0,0,1,16,31,good
36,2,3,1,0,0,0,1,27,1,bad
132,3,4,0,2,0,1,1,16,24,bad
31,2,3,0,0,0,0,1,22,1,bad
27,1,4,0,0,0,0,1,9,10,bad
62,2,3,0,0,0,4,1,20,1,good
53,2,3,0,0,0,1,1,14,13,good
107,3,4,4,1,0,0,1,49,50,bad
42,2,4,0,0,0,0,1,15,19,good
51,3,4,0,0,0,0,1,21,22,bad
51,3,4,0,0,0,0,1,21,22,bad
42,2,4,0,0,0,0,1,15,19,good
139,2,7,8,0,0,0,1,16,115,good
43,2,3,1,0,0,1,1,15,6,good
51,3,4,0,0,0,0,1,21,22,bad
96,3,4,0,0,0,0,1,23,65,bad
77,2,7,1,0,0,1,1,17,48,good
51,3,3,2,0,0,0,1,42,1,bad
113,2,7,5,0,0,0,1,16,89,good
84,3,2,1,0,0,0,1,76,0,bad
35,2,3,0,0,0,0,1,26,1,bad
75,3,9,0,0,0,0,1,10,57,good
127,1,6,9,0,0,2,1,12,61,good
88,2,7,0,0,0,1,1,15,10,good
53,3,4,0,2,0,0,1,17,28,good
88,2,4,0,0,0,0,1,15,65,bad
57,2,7,1,0,0,0,1,20,29,good
42,2,4,1,0,0,0,1,15,19,good
78,2,7,1,0,0,1,1,17,48,good
88,3,2,0,0,0,0,1,80,0,bad
114,1,8,2,0,0,0,1,10,96,good
72,1,4,3,0,0,1,1,16,31,good
88,3,2,0,0,0,0,1,80,0,bad
89,2,3,0,0,0,4,1,20,1,good
62,2,6,1,0,0,0,1,14,40,good
25,2,3,0,0,0,0,1,11,5,good
23,2,3,0,0,0,0,1,14,1,bad
27,2,3,0,0,0,0,1,18,1,bad
186,2,8,3,0,0,0,1,10,168,good
30,2,3,0,0,0,0,1,21,1,bad
74,3,4,0,0,0,2,1,16,7,good
56,3,3,3,0,0,0,0,48,1,bad
43,2,3,0,0,0,1,1,15,6,good
37,2,3,0,0,0,1,0,25,1,bad
621,7,7,8,6,0,8,1,19,36,good
23,2,3,0,0,0,0,1,14,1,bad
28,2,3,1,0,0,0,1,19,1,bad
81,1,5,3,0,0,2,1,12,38,good
92,1,4,1,0,0,0,1,19,65,bad
72,2,3,1,0,0,1,1,15,9,good
46,2,3,2,0,0,0,1,37,1,bad
117,2,7,6,0,0,1,1,16,72,good
61,3,3,1,0,0,0,1,43,10,bad
122,2,8,7,0,0,0,1,16,98,good
831,16,7,7,12,0,10,1,19,36,good
178,3,7,6,0,0,4,1,15,108,bad
45,2,3,0,0,0,0,1,23,14,good
54,3,3,2,0,0,0,1,45,1,bad
126,3,4,0,11,0,3,1,16,13,good
42,1,5,1,0,0,0,1,21,13,bad
31,2,3,0,0,0,0,1,22,1,bad
42,2,3,1,0,0,0,1,33,1,bad
38,2,3,1,0,0,0,1,29,1,bad
128,2,7,9,0,0,0,1,16,104,good
117,2,5,1,2,0,4,1,18,19,good
84,3,2,1,0,0,0,1,76,0,bad
122,2,8,6,0,0,0,1,16,98,good
106,3,4,1,0,0,2,1,25,40,good
42,2,3,0,0,0,0,1,33,1,bad
189,3,7,2,2,0,4,1,15,108,bad
44,2,5,1,0,0,0,1,17,19,good
43,2,3,1,0,0,1,1,15,6,good
128,1,3,8,0,0,3,1,16,7,good
448,4,5,14,2,0,6,1,19,26,good
238,3,3,0,2,0,11,1,14,7,good
94,3,3,1,0,0,0,1,43,10,bad
44,2,5,0,1,0,0,1,17,19,good
83,3,3,0,0,0,0,1,74,1,bad
614,6,5,10,6,0,8,1,19,19,good
124,3,3,1,0,0,3,1,21,1,good
92,1,4,1,0,0,0,1,19,65,bad
29,2,3,0,0,0,0,1,15,6,bad
85,3,3,1,0,0,0,1,76,1,bad
61,2,3,4,0,0,0,1,16,37,bad
20,1,3,0,0,0,0,1,11,1,bad
116,2,6,0,2,0,3,1,16,59,good
42,2,4,0,0,0,0,1,15,19,good
587,5,5,4,4,0,10,1,19,24,good
49,1,4,1,0,0,0,1,16,24,good
96,3,4,0,0,0,0,1,23,65,bad
44,2,5,0,0,0,0,1,17,19,good
82,3,4,0,5,0,0,1,18,56,good
26,2,3,0,0,0,0,1,17,1,bad
43,2,5,0,0,0,0,1,17,18,good
54,2,5,0,0,0,1,1,17,15,good
42,3,3,0,0,0,0,1,33,1,bad
49,2,3,0,0,0,0,1,22,19,good
89,2,7,4,0,0,0,1,16,65,good
50,2,5,1,0,0,0,1,16,26,bad
112,4,3,0,0,0,0,1,80,24,bad
98,4,4,1,0,0,0,1,76,14,bad
84,3,2,1,0,0,0,1,76,0,bad
43,2,3,0,0,0,1,1,15,6,good
50,1,3,0,0,0,3,1,15,7,good
91,2,3,1,0,0,3,1,15,6,good
42,2,3,1,0,0,0,0,21,14,bad
84,3,2,1,0,0,0,1,76,0,bad
25,1,3,0,0,0,0,1,9,8,good
84,3,2,1,0,0,0,1,76,0,bad
82,2,5,4,0,0,0,1,14,60,good
91,3,4,0,8,0,2,1,16,13,good
32,2,3,0,0,0,0,1,23,1,bad
83,2,3,0,0,0,4,1,20,1,good
30,2,3,0,0,0,0,1,21,1,bad
46,2,4,0,1,0,0,1,17,21,good
389,2,3,3,2,0,11,1,14,7,good
71,1,4,0,0,0,0,1,11,52,bad
28,2,3,0,0,0,1,0,16,1,bad
51,3,4,0,0,0,0,1,21,22,bad
18,1,3,0,0,0,0,1,4,6,bad
95,2,5,1,0,0,0,1,21,66,bad
74,2,6,0,0,0,0,1,17,49,good
62,3,6,0,0,0,0,0,24,31,bad
32,2,3,0,0,0,0,1,23,1,bad
44,2,5,0,0,0,0,1,17,19,good
85,3,3,1,0,0,0,1,76,1,bad
72,2,7,0,0,0,0,1,15,10,good
26,2,3,1,0,0,0,1,17,1,bad
46,2,4,0,0,0,0,1,16,22,bad
46,3,6,0,0,0,0,1,7,1,bad
29,2,3,0,0,0,0,1,20,1,bad
35,2,3,1,0,0,0,1,26,1,bad
75,2,7,4,0,0,0,1,16,51,good
22,2,3,0,0,0,0,1,12,2,bad
79,5,6,4,0,1,1,0,20,26,bad
54,2,6,0,0,0,1,1,15,10,good
53,1,3,0,0,0,3,1,15,7,good
92,2,3,2,1,0,3,1,15,6,good
36,2,3,1,0,0,0,1,27,1,bad
43,2,5,0,0,0,0,1,17,18,good
37,1,3,2,0,0,0,1,9,20,good
33,2,3,1,0,0,0,1,24,1,bad
34,2,3,1,0,0,0,1,25,1,bad
72,2,7,0,0,0,0,1,15,10,good
322,5,3,0,2,0,10,1,14,8,good
99,2,7,1,0,0,0,1,15,76,good
122,2,8,6,0,0,0,1,16,98,good
187,2,5,0,4,0,3,1,16,93,good
72,2,7,0,0,0,0,1,15,10,good
491,6,6,2,6,0,9,1,19,20,good
40,2,3,1,0,0,0,1,31,1,bad
44,2,4,0,1,0,0,1,17,19,good
91,2,3,0,1,0,1,1,15,8,good
84,3,2,1,0,0,0,1,76,0,bad
30,2,3,0,0,0,0,1,21,1,bad
84,3,2,1,0,0,0,1,76,0,bad
32,2,3,1,0,0,0,1,23,1,bad
44,2,5,0,0,0,0,1,17,19,good
72,2,7,2,0,0,0,1,16,48,good
38,2,3,1,0,0,0,1,29,1,bad
44,2,5,0,0,0,0,1,17,19,good
26,1,3,0,0,0,0,1,17,1,bad
18,1,2,1,0,0,0,0,11,0,bad
69,3,6,0,0,0,0,1,17,44,good
31,2,3,0,0,0,0,1,22,1,bad
78,2,9,0,0,0,0,1,20,50,good
43,2,3,0,0,0,1,1,15,6,good
77,2,7,1,0,0,1,1,17,48,good
247,2,3,0,2,0,11,1,14,7,good
75,2,3,2,0,0,0,1,34,1,bad
32,1,3,1,0,0,0,1,23,1,bad
84,3,2,1,0,0,0,1,76,0,bad
89,3,3,0,0,0,0,1,80,1,bad
84,3,2,1,0,0,0,1,76,0,bad
414,2,3,1,1,0,9,1,14,7,good
113,3,5,0,2,0,1,1,9,29,good
31,1,3,1,0,0,0,0,23,1,bad
61,3,3,1,0,0,0,1,43,10,bad
177,2,5,3,5,0,4,1,13,55,good
28,3,4,0,0,0,0,0,13,8,bad
44,2,5,0,0,0,0,1,17,19,good
107,2,3,0,0,0,3,1,21,6,good
36,2,3,0,0,0,0,1,27,1,bad
100,4,3,1,0,0,0,1,76,16,bad
42,2,4,0,0,0,0,1,15,19,good
347,5,4,4,1,0,7,1,19,27,good
64,2,3,0,0,0,4,1,20,1,good
22,1,3,0,0,0,0,1,6,8,bad
87,2,6,1,1,0,0,1,15,64,bad
102,2,5,1,0,0,0,1,19,75,bad
92,1,4,1,0,0,0,1,19,65,bad
83,2,5,1,0,0,0,1,11,64,bad
40,2,5,0,0,0,0,1,17,15,good
82,2,7,2,0,0,0,1,16,58,good
74,2,3,0,0,0,4,1,20,1,good
44,2,3,2,0,0,0,1,35,1,bad
42,2,4,0,0,0,0,1,15,19,good
316,3,4,4,5,0,10,1,17,16,good
404,2,3,1,2,0,9,1,14,7,good
104,2,7,0,1,0,1,1,16,52,good
32,1,4,1,0,0,0,0,19,6,bad
32,1,3,0,0,0,0,1,6,18,bad
83,2,3,0,0,0,4,1,20,1,good
35,3,3,1,0,0,0,0,27,1,bad
44,2,5,0,0,0,0,1,17,19,good
128,2,7,10,0,0,0,1,16,104,good
405,4,6,8,9,0,10,1,16,19,good
72,2,7,0,0,0,0,1,15,10,good
34,2,3,1,0,0,0,1,25,1,bad
167,2,7,2,2,0,3,1,15,108,bad
36,2,4,0,0,0,0,1,16,12,bad
43,2,4,0,0,0,0,1,24,11,bad
45,2,3,1,0,0,0,1,23,13,good
521,4,5,14,3,0,6,1,19,26,good
40,2,3,0,0,0,0,1,22,10,bad
48,2,4,0,0,0,0,1,16,24,good
95,2,3,0,0,0,4,1,20,1,good
172,2,9,6,0,0,0,1,10,154,good
77,1,7,2,1,0,0,1,10,59,good
109,2,7,6,0,0,1,1,16,64,good
346,10,11,0,1,0,8,0,11,21,bad
37,2,3,0,0,0,0,1,19,10,bad
22,1,3,0,0,0,0,1,13,1,good
308,5,4,2,3,0,8,1,17,11,good
71,1,4,1,0,0,0,1,11,52,bad
35,2,4,0,0,0,0,1,14,13,bad
98,2,5,0,1,0,4,1,13,19,good
62,3,6,0,0,0,0,0,24,31,bad
103,2,4,1,0,0,7,1,15,10,good
92,7,3,0,4,0,1,0,28,53,bad
42,2,4,0,0,0,0,1,15,19,good
97,3,5,0,0,0,0,1,23,66,bad
71,2,7,0,0,0,0,1,15,10,good
34,3,3,0,0,0,0,0,19,8,good
46,3,3,0,0,0,0,1,17,20,good
92,1,4,1,0,0,0,1,19,65,bad
74,2,3,0,0,0,4,1,20,1,good
25,1,3,0,0,0,0,1,9,8,good
31,2,3,0,0,0,0,1,22,1,bad
92,1,4,1,0,0,0,1,19,65,bad
29,2,3,0,0,0,0,0,21,1,bad
64,3,3,1,0,0,0,1,43,13,bad
45,2,4,0,0,0,0,0,11,27,bad
29,2,3,0,0,0,0,1,20,1,bad
36,2,3,0,1,0,0,1,18,10,bad
173,2,7,3,3,0,3,1,15,108,bad
43,2,4,0,0,0,0,1,17,18,good
43,2,4,0,0,0,0,1,17,18,good
96,3,4,0,0,0,0,1,23,65,bad
96,3,4,0,0,0,0,1,23,65,bad
127,2,5,2,0,0,3,1,14,48,good
39,1,5,0,0,0,0,1,15,16,bad
37,2,4,0,0,0,0,1,11,18,good
26,2,3,0,0,0,0,1,9,9,bad
63,1,6,1,0,0,0,1,10,45,good
71,1,4,1,0,0,0,1,11,52,bad
84,3,2,1,0,0,0,1,76,0,bad
40,2,3,0,0,0,0,1,31,1,bad
47,3,3,1,0,0,0,1,15,24,bad
26,2,3,0,0,0,0,1,17,1,bad
72,4,3,4,0,0,0,1,29,35,bad
117,4,3,0,1,0,0,1,80,29,bad
39,1,5,0,0,0,0,1,11,20,good
45,2,4,0,0,0,0,1,22,15,bad
52,3,3,2,0,0,0,1,43,1,bad
106,2,3,0,0,0,4,1,20,1,good
87,2,5,6,0,0,0,1,14,65,good
42,2,4,1,0,0,0,1,15,19,good
30,1,3,0,0,0,0,1,15,6,good
96,3,4,0,0,0,0,1,23,65,bad
96,3,4,0,0,0,0,1,23,65,bad
84,3,5,7,0,0,0,1,24,52,bad
108,3,5,1,0,0,0,1,21,79,bad
44,2,5,0,1,0,0,1,17,19,good
61,3,3,1,0,0,0,1,43,10,bad
57,3,6,0,0,0,0,1,16,33,bad
107,2,5,1,0,0,0,1,19,80,bad
40,2,4,0,0,0,0,1,17,15,good
28,2,2,0,0,0,0,1,20,0,bad
64,2,7,1,0,0,0,1,10,46,good
48,1,3,0,0,0,1,1,16,6,good
83,2,3,0,0,0,2,1,15,6,good
24,2,2,0,0,0,0,0,17,0,bad
42,2,3,0,0,0,0,1,33,1,bad
110,4,5,0,0,0,0,1,23,79,bad
66,2,3,0,0,0,4,1,20,1,good
34,2,3,0,0,0,0,1,25,1,bad
370,6,3,0,0,0,4,1,20,1,good
41,2,4,0,0,0,0,1,16,17,bad
43,2,3,0,0,0,0,1,34,1,bad
92,1,4,1,0,0,0,1,19,65,bad
35,2,3,0,0,0,0,1,26,1,bad
78,2,9,0,0,0,0,1,20,50,good
44,2,5,0,0,0,0,1,17,19,good
43,2,3,0,0,0,1,1,15,6,good
152,2,4,0,4,0,4,1,15,22,good
74,3,4,1,0,0,0,1,29,37,bad
85,3,3,1,0,0,0,1,76,1,bad
92,4,3,0,0,0,0,1,73,11,bad
36,2,3,0,0,0,0,1,27,1,bad
42,2,4,1,0,0,0,1,25,9,bad
31,2,3,1,0,0,0,1,22,1,bad
72,2,4,3,0,0,0,1,14,50,good
43,3,3,0,0,0,0,1,34,1,bad
36,1,4,0,0,0,0,1,10,18,good
69,2,7,2,0,0,0,1,10,51,good
84,3,2,1,0,0,0,1,76,0,bad
81,1,5,0,0,0,0,1,7,66,bad
62,1,7,1,0,0,0,1,10,44,good
39,2,3,0,0,0,0,1,30,1,bad
287,2,5,0,13,0,11,1,16,17,good
91,2,3,0,2,0,3,1,15,6,good
111,4,5,0,0,0,0,1,23,80,bad
29,2,2,0,0,0,0,0,22,0,bad
105,1,7,2,0,0,0,1,10,87,good
92,1,4,1,0,0,0,1,19,65,bad
34,2,3,0,0,0,0,1,25,1,bad
21,1,3,0,0,0,0,1,12,1,bad
84,2,7,4,0,0,0,1,16,60,good
23,1,3,0,0,0,0,1,4,11,bad
44,2,5,0,0,0,0,1,17,19,good
267,5,5,0,3,0,7,1,18,15,good
96,3,4,0,0,0,0,1,23,65,bad
44,2,4,0,0,0,0,1,17,19,good
47,2,5,2,0,0,0,1,16,23,bad
42,2,3,2,0,0,0,1,24,10,bad
134,1,8,5,1,0,2,1,13,69,good
20,1,3,1,0,0,0,0,6,7,bad
61,4,6,0,0,0,0,0,23,31,bad
77,3,3,0,0,0,2,1,16,6,good
43,2,3,0,0,0,0,1,16,19,good
70,2,5,0,0,0,1,1,16,35,bad
167,2,7,1,4,0,3,1,15,108,bad
60,3,3,1,0,0,0,1,43,9,bad
40,2,3,0,0,0,0,1,31,1,bad
82,3,4,0,1,0,2,1,16,11,good
121,4,6,0,1,0,1,1,21,31,bad
103,3,7,0,0,0,2,1,15,10,good
54,2,3,0,1,0,1,1,15,8,good
37,3,3,0,0,0,1,0,25,1,bad
32,2,3,0,0,0,0,1,23,1,bad
41,2,3,0,0,0,0,1,32,1,bad
62,3,3,1,0,0,0,1,43,11,bad
27,2,3,0,0,0,0,1,18,1,bad
63,1,6,2,0,0,0,1,10,45,good
85,3,3,1,0,0,0,1,76,1,bad
32,1,3,0,0,0,0,1,15,8,good
96,3,4,0,0,0,0,1,23,65,bad
35,2,3,0,0,0,0,1,26,1,bad
116,2,5,1,2,0,4,1,18,19,good
110,4,5,0,0,0,0,1,23,79,bad
40,2,3,1,0,0,0,1,31,1,bad
44,2,5,1,0,0,0,1,17,19,good
72,2,7,0,0,0,0,1,15,10,good
85,3,3,1,0,0,0,1,76,1,bad
19,1,3,0,0,0,0,1,6,5,bad
178,3,7,1,1,0,4,1,15,108,bad
43,3,3,0,0,0,0,1,34,1,bad
22,1,4,0,0,0,0,0,11,4,bad
110,3,6,0,0,0,0,1,23,79,bad
80,1,4,0,0,0,0,1,7,65,bad
50,2,3,0,1,0,1,1,15,8,good
34,2,3,0,0,0,0,1,25,1,bad
92,2,3,1,1,0,3,1,15,6,good
92,1,4,1,0,0,0,1,19,65,bad
58,2,3,0,1,0,1,1,15,8,good
36,2,3,2,0,0,0,1,27,1,bad
42,2,4,0,0,0,0,1,15,19,good
74,2,6,0,0,0,0,1,17,49,good
91,2,5,1,0,0,0,1,11,72,bad
190,3,7,1,0,0,4,1,15,108,bad
55,2,4,1,0,0,1,1,18,10,good
34,2,3,1,0,0,0,1,25,1,bad
114,4,5,0,0,0,0,1,23,83,bad
129,1,6,6,0,0,2,1,13,59,good
40,3,3,1,0,0,0,1,18,14,good
62,3,3,1,0,0,0,1,43,11,bad
34,2,3,0,0,1,0,1,15,11,good
40,2,5,0,0,0,0,1,16,16,bad
218,2,5,0,0,0,0,1,16,194,good
468,4,5,14,2,0,7,1,19,26,good
71,2,5,1,0,0,0,1,16,47,bad
92,1,4,1,0,0,0,1,19,65,bad
42,2,3,2,0,0,0,1,33,1,bad
71,1,4,1,0,0,0,1,11,52,bad
71,1,4,1,0,0,0,1,11,52,bad
30,2,3,0,0,0,0,1,21,1,bad
66,1,5,3,0,0,0,1,17,41,good
91,3,4,0,8,0,2,1,16,13,good
92,1,4,1,0,0,0,1,19,65,bad
91,2,3,0,0,0,4,1,20,1,good
34,2,4,0,0,0,0,1,21,5,bad
91,2,3,1,1,0,3,1,15,6,good
46,2,5,0,0,0,0,1,21,17,bad
109,3,5,8,0,1,0,1,13,61,bad
111,1,7,3,0,0,0,1,10,93,good
44,2,5,0,1,0,0,1,17,19,good
102,2,5,0,0,0,0,1,15,79,bad
102,2,5,1,0,0,0,1,19,75,bad
84,3,2,1,0,0,0,1,76,0,bad
133,3,4,3,0,1,1,1,19,52,bad
38,2,3,1,0,0,0,1,29,1,bad
36,2,3,2,0,0,0,1,27,1,bad
26,2,3,0,0,0,0,1,17,1,bad
72,2,7,0,0,0,0,1,15,10,good
41,2,3,1,0,0,0,1,32,1,bad
78,2,9,0,0,0,0,1,20,50,good
92,1,4,1,0,0,0,1,19,65,bad
33,2,4,0,0,0,0,1,16,9,bad
44,2,5,1,0,0,0,1,17,19,good
1865,10,3,10,0,0,4,1,20,1,good
37,2,3,0,0,0,0,1,28,1,bad
34,2,3,0,0,0,0,1,25,1,bad
27,1,2,0,0,0,0,0,20,0,bad
124,2,5,0,5,0,2,1,16,24,good
57,1,6,2,0,0,0,1,14,35,good
44,2,5,0,0,0,0,1,17,19,good
189,2,6,2,4,0,2,1,16,92,good
73,2,4,6,0,0,0,1,21,44,good
44,2,5,1,0,0,0,1,17,19,good
100,3,3,0,1,0,1,1,15,11,good
76,3,4,0,0,0,2,1,16,7,good
59,1,4,0,0,0,2,1,15,18,good
72,2,7,0,0,0,0,1,15,10,good
72,2,7,0,0,0,0,1,15,10,good
28,1,3,0,0,0,0,1,11,9,bad
64,2,7,1,0,0,0,1,10,46,good
23,2,3,0,0,0,0,1,14,1,bad
106,1,7,2,0,0,0,1,10,88,good
98,2,8,4,0,0,0,1,10,80,good
104,1,3,14,0,0,0,1,21,75,good
38,2,3,1,0,0,0,1,29,1,bad
20,1,3,0,0,0,0,1,6,6,bad
84,3,2,1,0,0,0,1,76,0,bad
29,1,4,0,0,0,0,1,10,11,good
41,2,3,0,1,0,0,1,8,25,good
42,2,4,0,0,0,0,1,15,19,good
64,3,3,1,0,0,0,1,43,13,bad
37,3,3,0,0,0,1,0,25,1,bad
38,2,3,3,0,0,0,1,29,1,bad
27,2,3,0,0,0,0,1,18,1,bad
32,1,4,0,0,0,0,0,19,6,bad
38,2,3,1,0,0,0,1,29,1,bad
73,3,3,0,0,0,2,1,16,6,good
40,2,5,0,0,0,0,1,17,15,good
103,1,3,0,0,0,2,1,15,8,good
86,2,7,3,0,0,0,1,16,62,good
62,2,3,6,0,0,0,1,53,1,bad
26,2,3,1,0,0,0,1,17,1,bad
71,2,6,0,0,0,0,1,17,46,good
44,2,4,0,1,0,0,1,17,19,good
163,4,6,1,1,0,5,1,16,26,good
92,1,4,1,0,0,0,1,19,65,bad
92,1,4,1,0,0,0,1,19,65,bad
44,2,5,0,0,0,0,1,17,19,good
61,3,6,1,0,0,0,0,19,35,bad
221,5,5,8,0,1,1,1,14,18,bad
84,3,2,1,0,0,0,1,76,0,bad
68,2,8,2,0,0,0,0,14,47,bad
145,2,5,6,1,0,1,1,13,55,good
387,5,3,1,0,0,4,1,20,1,good
73,2,7,0,0,0,0,1,15,10,good
124,2,7,8,0,0,0,1,16,100,good
34,2,3,1,0,0,0,1,25,1,bad
45,2,3,2,0,0,0,1,36,1,bad
195,4,3,7,0,0,4,1,43,18,bad
129,2,6,3,1,0,3,1,12,38,good
21,1,3,0,0,0,0,0,7,7,bad
409,12,6,1,3,0,5,1,19,17,good
111,3,8,6,0,0,0,1,10,93,good
58,6,4,0,0,0,0,1,38,12,bad
92,2,3,1,1,0,3,1,15,6,good
178,3,7,3,1,0,4,1,15,108,bad
129,2,3,0,1,0,1,1,15,8,good
41,2,4,0,0,0,0,1,17,16,good
244,3,3,2,0,0,10,1,14,6,good
28,1,4,0,0,0,0,1,16,4,bad
91,2,3,0,0,0,3,1,15,6,good
61,3,3,1,0,0,0,1,43,10,bad
35,1,4,1,0,0,0,1,11,16,bad
25,1,3,0,0,0,0,1,8,9,bad
77,2,7,1,0,0,1,1,17,48,good
33,2,3,1,0,0,0,1,24,1,bad
38,2,3,1,0,0,0,1,29,1,bad
59,1,5,1,0,0,0,1,16,35,good
46,2,3,0,0,0,0,1,28,10,bad
74,3,4,0,0,0,2,1,16,7,good
